,estimated_distance,date,n_dispersion,dispersion_length,chisq,dof,energy,model_field_line_length_idl,TIME,GSM_X,GSM_Y,GSM_Z,MLT,L,STORM_PHASE,BX_GSM,DIST,BETA,datetime_str,KP,SW_P,DST,IMF_BY,IMF_BZ,direction,p_value,region,index,location,direction_et,dispersion_time,model_field_line_length_python,FlLen
217,11.2423360951666,2016-04-19,5.0,4,0.7302630777797192,2.0,3023.97599029541,11.620185478472346,1461080700.0,-6.972066006485464,-8.804671430750087,-3.939780495021971,3.984474520824871,16.21523663134667,0.0,-19.97634983062744,11.901998965454101,0.6612738901017741,2016-04-19 15:37:30,0.0,,-5.049999952316284,3.5630000829696655,3.2428751587867737,PARA,0.6941053430265764,BL,217,south,outward,20.0,,11.4035227507524
218,11.257033709223721,2016-08-18,2.0,4,0.7301396835041395,2.0,3023.97599029541,12.059462610816023,1471486200.0,-7.449693184344731,8.91194497051922,-2.3946919498083,20.588850499604483,12.730703803981912,0.0,-21.885184288024902,11.859945192352573,0.5963469065489453,2016-08-18 02:02:30,2.0,0.8924999684095383,-15.550000190734863,-4.852999925613403,-5.348999857902527,PARA,0.6941481686606618,BL,218,south,outward,20.0,,12.19960588929389
219,11.259520118304382,2016-04-01,1.0,4,20.286936715196372,2.0,782.0669345855715,6.744058833037961,1459496100.0,-5.625742700958168,-3.129460179387853,-1.830399937732663,1.9165246315618125,7.0757321601127785,0.0,-70.26837539672852,6.693472404458112,0.12257307594963884,2016-04-01 07:27:30,2.0,1.1994999945163727,-5.050000071525574,1.9411249756813047,1.8466250002384188,PARA,3.9332148024207036e-05,BL,219,south,outward,20.0,,6.813582843620295
220,11.28133376963279,2016-10-05,2.0,4,3.19791519515154,2.0,1766.813247680664,13.538127593094632,1475692800.0,2.0557381397712784,11.188815565388701,-3.737782500971665,17.238672257617736,13.162695921053164,4.0,-1.1223638076335192,11.97466291358231,2.498940793875125,2016-10-05 18:32:30,2.0,2.132499933242798,-19.40000009536743,0.5744999945163727,1.594999969005585,PARA,0.20210708514324283,PS,220,south,outward,20.0,,13.617044537167493
221,11.281706768065481,2016-04-17,3.0,4,3.197913889464112,2.0,1766.8135528564453,10.406688698232378,1460886000.0,-8.212435700074714,-6.024793445866781,-2.5181944541652603,2.5112525926165974,11.869538639242176,3.0,-42.77290153503418,10.492259553522754,0.3434349760466664,2016-04-17 09:32:30,2.0,2.103333314259847,-34.249999046325684,-1.5599999725818634,-4.884999990463257,PARA,0.2021072170876259,BL,221,south,outward,20.0,,10.490883497396984
222,11.31487150401926,2016-09-29,2.0,4,9.490155091932296,2.0,3293.936061859131,12.269420669420146,1475167200.0,2.2792640181581625,10.10291289674297,-4.918548166438996,16.950746865412007,13.66505013437599,3.0,3.2109602726995945,11.46572108213927,0.5657422349038909,2016-09-29 16:32:30,2.0,2.4337081909179688,-40.05000019073486,0.5564999282360078,0.7304999763146041,PARA,0.008694387764954126,BL,222,south,outward,20.0,,12.340770258471133
223,11.319377625986231,2016-06-04,6.0,9,28.191877449607713,7.0,386.7389303843181,6.264314471596047,1465063950.0,-4.907437865074545,-4.610169027101159,-0.7398498823099233,3.3674215312283264,8.702733868395024,0.0,-61.63415230645074,6.776968744639721,0.08486542790143282,2016-06-04 17:52:30,2.0,1.5940925810072157,5.733333269755046,-0.2617777743273311,-2.492888927459717,PARA,0.00020296442492784283,BL,223,south,outward,45.0,,6.282391577225468
224,11.37855271069916,2016-08-03,1.0,4,16.94533012678851,2.0,1016.9786014556885,11.797503368418848,1470183900.0,-8.025243162766222,8.414267464777478,-1.8135690314934412,20.747611413380056,13.012059935733314,2.0,-68.7262020111084,11.768446215492437,0.0062375243961708465,2016-08-03 00:17:30,2.0,6.522999882698059,-20.899999618530273,23.673000812530518,-0.7914999872446061,PARA,0.00020910687702224706,Lobe,224,south,outward,20.0,,11.929705088958949
225,11.50034351322288,2016-04-09,2.0,4,3.84029562146599,2.0,248.39467430114746,11.354669068564649,1460206200.0,-7.056377657417199,-8.496617357597156,-3.345189537669265,3.6014928625656717,13.925335213904658,4.0,-31.854827404022217,11.54028935626403,0.2745453140185913,2016-04-09 12:42:30,2.0,2.09250009059906,-11.399999856948853,0.7515000328421593,-0.11599999293684958,PARA,0.14658529364927197,BL,225,south,outward,20.0,,11.441834282433469
226,11.50707961291072,2016-02-16,1.0,4,3.840237687280951,2.0,248.39473152160647,6.786052074381535,1455627900.0,-1.8103316676983439,-6.3686094488501155,-2.016855740238674,4.806083768753799,7.394209898621037,2.0,-34.47309732437134,6.921916915178778,0.3788503636616978,2016-02-16 12:57:30,5.0,8.593125104904175,-26.950000286102295,-8.473666667938232,6.638833284378052,PARA,0.14658953986053502,BL,226,south,outward,20.0,,6.844264545746601
