,estimated_distance,date,n_dispersion,dispersion_length,chisq,dof,energy,Time,GSM_X,GSM_Y,GSM_Z,Storm_phase,DIST,Beta,datetime_str,kp,SW_p,Dst,IMF_By,IMF_Bz,direction,FlLen,goodness_of_fit,region
23,3.2490873,2016-03-01,1.0,5,21.411097,3.0,42.05731548,1456808560.0,4.39933928,-5.012435139999999,-2.5319077799999996,0.0,7.13463596,0.11636272600000001,2016-03-01 04:53:20,2.0,2.36519994,-1.600000004,6.3304,4.9972001200000005,para,15.600432131346864,8.648114040088473e-05,BL
24,3.2569034,2016-05-21,2.0,4,1.0629297,2.0,25.213071499999998,1463796300.0,-6.892839125,1.44416855,-0.6125370825,0.0,7.06970145,0.409928105,2016-05-21 01:56:40,2.0,3.486500075,18.10000025,3.3929999499999997,-2.5029999099999998,para,9.443254430817555,0.5877433828902903,BL
25,3.2571206,2016-10-15,1.0,4,1.0629297,2.0,25.213071499999998,1476497400.0,-1.4447531,7.4232505,-1.0181124525,4.0,7.631191875,0.770958695,2016-10-15 02:03:20,2.0,2.027625025,-20.5000005,-13.95850025,-0.19749998725,para,8.241137059603629,0.5877433828902903,BL
26,3.2571316,2017-02-24,1.0,4,1.0629297,2.0,25.213071499999998,1487943000.0,6.3186429,-2.1994102,1.688988025,0.0,6.900939875000001,0.1725461575,2017-02-24 13:23:20,4.0,2.1980555333333336,-17.64999975,2.10449995,0.41300002,para,23.075929546439905,0.5877433828902903,BL
27,3.2777953,2016-03-03,2.0,5,0.75391543,3.0,107.9898522,1456978960.0,4.208947520000001,-5.6292450800000005,-3.0839477,0.0,7.6763736399999996,0.0940792406,2016-03-03 04:13:20,2.0,,1.760000002,,,para,14.899332556764195,0.8604550429073868,BL
28,3.3575403,2016-09-03,8.0,4,2.7569376,2.0,71.0983945,1472912700.0,1.154564425,6.0763205750000004,-4.4961643,3.0,7.647144675000001,0.10741600650000001,2016-09-03 14:16:40,2.0,2.2312222333333334,-33.55000025,0.9430000375,-0.4219999,para,9.640266202698252,0.2519640652129843,BL
29,3.4756084,2016-10-31,1.0,4,0.12029731,2.0,131.70701524999998,1477875300.0,-0.055003652,6.843301425,-0.06172309125000001,3.0,6.844407374999999,0.38479163499999997,2016-10-31 00:46:40,2.0,1.116124975,-31.9000005,4.4710000999999995,-0.70799999725,para,7.943003856972704,0.941624545982695,BL
30,3.4761299333075852,2017-09-10,1.0,4,0.1202981025465565,2.0,131.70698925,1505051700.0,-7.661277325,3.8704379249999996,1.07018395,4.0,8.6503193,0.60952523,2017-09-10 13:46:40,2.0,,-26.05000025,,,para,10.834698901312336,0.9416241728421232,BL
31,3.6243923,2016-02-25,1.0,4,41.787844,2.0,268.58224500000006,1456402500.0,-2.679365175,-6.3539955500000005,-2.1877362,0.0,7.23507515,0.5375029525,2016-02-25 12:06:40,0.525,3.1074999749999996,3.0,-7.380500425000001,1.2555,para,7.63100775759113,8.431114695284236e-10,BL
32,3.6261835,2016-11-06,1.0,4,3.337196,2.0,82.60620225,1478391900.0,0.4083942675,6.567562025,0.29210023749999997,4.0,6.587414024999999,0.2091399275,2016-11-06 00:16:40,2.0,1.510499975,-4.45000005,2.5010000000000003,-1.0074999550000001,para,7.983914841936884,0.1885111731208564,BL
33,3.6266385257684783,2016-10-11,1.0,4,3.3371896194865713,2.0,82.60620325,1476184500.0,5.279501175,5.642919,-4.576192725,0.0,8.981233325,0.6461824875,2016-10-11 11:06:40,2.0,2.7430000000000003,-6.949999925,-3.64850015,0.9009999949999999,para,21.055992521243084,0.18851177452085155,BL
34,3.7908471,2017-11-19,1.0,4,5.717567,2.0,767.0210142499999,1511125200.0,-0.7909796225,7.4580857499999995,1.99926085,0.0,7.76231595,0.52802875,2017-11-19 20:53:20,1.0,1.6685416750000002,-5.3499999,0.7755000075,1.182500025,para,8.441806580789855,0.057338470104743244,BL
