,estimated_distance,date,n_dispersion,dispersion_length,chisq,dof,energy,Time,GSM_X,GSM_Y,GSM_Z,Storm_phase,DIST,Beta,datetime_str,kp,SW_p,Dst,IMF_By,IMF_Bz,direction,FlLen,goodness_of_fit,region
442,17.999723,2016-04-22,2.0,4,9.2475938,2.0,1557.2528524999998,1461309900.0,-8.173667425,-3.768316425,-2.146800675,0.0,9.2532863,0.49333872749999996,2016-04-22 07:16:40,1.0,2.4000000249999998,0.20000000499999998,0.92400002,-0.0880000175,para,11.5470572033406,0.009815456911190013,BL
443,18.019578,2016-05-02,5.0,5,12.041854,3.0,1161.5737399999998,1462201040.0,-8.39964414,-7.77908472,-2.76938776,0.0,11.778909800000001,0.21380877599999995,2016-05-02 14:46:40,3.0,3.2963000799999995,-15.4,1.216400022,-4.18750018,para,13.454168740707555,0.007241152955163255,BL
444,18.124791,2016-08-11,8.0,4,0.1195367,2.0,3582.3472624999995,1470954300.0,-6.1745779,9.43221675,-2.250908775,4.0,11.4961655,0.3432586075,2016-08-11 22:16:40,2.0,2.0602500249999998,-19.5500005,3.590500025,1.100500025,para,14.566195947713718,0.9419827186087583,BL
445,18.1278,2016-09-05,3.0,4,0.11953649,2.0,3582.3472624999995,1473041400.0,-5.3711351,9.507931925,-2.610592225,3.0,11.228017,0.535414245,2016-09-05 02:03:20,2.0,1.7092500750000001,-27.15,0.7474999925,-0.12899995749999998,para,13.836782404230934,0.9419828175169489,BL
446,18.166344,2016-03-19,3.0,5,3.428322,3.0,652.3194700000001,1458381440.0,-4.96109528,-5.50225214,-2.34242978,4.0,7.7707807,0.238028874,2016-03-19 09:46:40,4.0,2.2224,-43.8399992,-3.99946682,-5.61040002,para,8.37119784946067,0.3301781947813105,BL
447,18.184327,2016-01-31,1.0,5,3.4282977000000003,3.0,652.3194500000001,1454256160.0,0.97159953,-7.72617388,-2.61918342,2.0,8.2164092,0.890140848,2016-01-31 15:53:20,2.0,1.9099999999999997,-19.52,5.23919992,-5.96080008,para,11.011974642372467,0.33018142780098536,BL
448,18.189429,2016-05-02,6.0,5,3.4283003,3.0,652.3189520000001,1462204360.0,-7.86031806,-7.8558210399999995,-3.0465842800000003,0.0,11.5232726,0.025973346087999998,2016-05-02 15:43:20,3.0,3.391875025,-17.7599998,-2.388000156,-5.3132000999999995,para,12.830274373217883,0.33018108187985673,Lobe
449,18.204517,2016-04-04,7.0,5,3.4283253,3.0,652.319342,1459806760.0,-1.6238081000000002,-8.046426839999999,-5.874392940000001,4.0,10.0943719,0.1275936426,2016-04-04 21:43:20,2.0,1.21146668,-26.440000199999997,-4.51160002,0.11760000000000001,para,9.17559117705136,0.3301777557314016,BL
450,18.281887,2016-05-10,1.0,7,4.7223069,5.0,1412.3254085714286,1462861342.857143,-9.630576742857142,-2.357210185714286,-1.7533023571428572,4.0,10.069415399999999,0.08947782057142857,2016-05-10 06:06:40,3.0,1.1664999999999999,-46.94285757142857,-1.63828573,-2.3891428142857145,para,13.221808570084884,0.4507010351604289,BL
451,18.285056,2016-02-17,2.0,7,4.722312600000001,5.0,1412.326632857143,1455713857.142857,-1.920647514285714,-6.319825857142857,-2.0174356857142857,4.0,6.908395128571429,0.19240314428571428,2016-02-17 12:43:20,4.0,3.82625005,-33.37142828571429,-2.2957142142857143,-0.7946666914285715,para,7.189073036938361,0.45070030156124585,BL
452,18.308444,2017-07-31,1.0,4,10.500361,2.0,4026.817725,1501477200.0,-13.871383000000002,10.53389075,-0.46414704500000004,0.0,17.423985000000002,2.848973875,2017-07-31 04:53:20,2.0,1.339000075,2.6999999499999996,1.2499999825,0.5045000100000001,para,30.243803580338678,0.005246571307587877,PS
453,18.695891,2017-04-29,2.0,4,5.8581867,2.0,2325.1846450000003,1493441100.0,2.429314025,-6.1967191,0.37188570499999996,4.0,6.667203175,0.19640104000000003,2017-04-29 04:36:40,2.0,0.875416665,-9.75,-4.8430002000000005,0.440999995,para,13.372633880567983,0.05344547252302789,BL
454,18.697542,2017-03-30,1.0,4,5.8581887,2.0,2325.18467,1490848500.0,-4.051253525,-5.620077975,-3.1239708499999996,4.0,7.6004789,0.17790934249999998,2017-03-30 04:26:40,2.0,2.542375025,-38.6000005,-3.3839999,-2.6279999500000004,para,7.891403145290642,0.05344541907758216,BL
455,18.698409,2016-06-09,6.0,4,5.8581992,2.0,2325.184515,1465492200.0,-6.02313885,-4.3177888,-0.33838464999999995,0.0,7.419106425,0.07761894024999999,2016-06-09 17:03:20,2.0,1.0062499875,-8.5,-1.2535000250000001,-2.23399995,para,8.681588055437404,0.05344513848986854,BL
456,18.698578,2017-09-11,1.0,3,5.8581957,2.0,1428.4901533333332,1505088466.6666667,-1.1213356,12.320737333333334,-1.6568741333333332,4.0,12.482169999999998,1.8085553566666668,2017-09-11 00:03:20,2.0,,-26.266666333333333,,,para,14.675259931110885,0.0155046800812485,PS
457,18.698796,2016-04-14,3.0,4,5.8581992,2.0,2325.184515,1460659800.0,-4.629134475,-8.686689825,-5.2908310499999995,2.0,11.175169,0.0877568775,2016-04-14 18:43:20,2.0,2.13175005,-59.19999975,-1.2480000475000002,-4.758499725,para,10.458375113483207,0.05344513848986854,BL
458,18.724487,2016-05-15,11.0,7,6.6685284,5.0,530.5446531428572,1463344342.857143,-3.1434957571428574,-5.431815328571429,-2.2551399285714284,0.0,6.670752285714286,0.09230848571428572,2016-05-15 20:16:40,2.9714285714285715,2.6085714571428573,-4.285714242857143,5.540285514285714,0.4508571428571427,para,6.5296019556246785,0.24648216396000688,BL
459,18.786744,2016-02-11,2.0,6,8.9553551,4.0,1027.4760216666666,1455199800.0,-0.9240586283333333,-7.12571565,-2.303803266666667,0.0,7.546834850000001,0.46649606333333343,2016-02-11 13:56:40,2.0,1.81572225,-13.4,-2.758111066666667,-6.000555516666666,para,8.228696133644359,0.062225129870758566,BL
460,18.889741,2017-07-17,2.0,4,3.3356079,2.0,2246.9862500000004,1500251100.0,-11.38055425,6.6917481,0.9331252749999999,0.0,13.235148,0.4947368075,2017-07-17 00:16:40,2.0,1.90400005,-44.75,7.61950005,-0.6400000175,para,19.961579320578515,0.1886609198632052,BL
461,18.918701,2016-05-05,2.0,4,3.3354838,2.0,2246.98424,1462446300.0,-9.9675103,-6.1302935750000005,-1.9516588750000001,0.0,11.863537749999999,0.2451925225,2016-05-05 10:56:40,2.0,1.8255000250000002,-20.6,-6.46150005,3.147500075,para,14.558705369131786,0.18867262663648154,BL
462,18.924483,2016-05-22,2.0,4,3.3354796,2.0,2246.984305,1463886900.0,-8.472555499999999,0.6795896675,-1.022310525,0.0,8.561383375,0.12271901589999999,2016-05-22 03:06:40,2.0,1.390750025,-8.89999985,2.7796666500000002,-0.7641666725,para,11.753044664658656,0.18867302284941356,BL
463,18.925215,2016-08-27,3.0,4,3.3354945,2.0,2246.986,1472277000.0,-6.870702700000001,6.38901635,-2.32638065,4.0,9.666551625,0.5176604825,2016-08-27 05:43:20,2.0,1.313375025,-15.05,-2.762250075,3.145624925,para,12.84008773744823,0.1886716172406293,BL
464,18.966255,2017-09-13,2.0,4,3.3356457,2.0,2246.9863750000004,1505294100.0,-7.37567865,4.042573,0.7645477025,4.0,8.445886325,1.326501825,2017-09-13 09:06:40,2.0,3.404999975,-16.45,0.39950002,1.0450000400000001,para,11.41880984876946,0.18865735420551544,PS
465,19.098489,2016-05-31,2.0,7,11.490806000000001,5.0,1133.6849357142855,1464661657.142857,-8.582248471428573,1.649755971428571,-0.8118757499999999,0.0,8.778010457142857,0.05448189385714286,2016-05-31 02:13:20,2.0,1.4863333142857142,-4.114285742857143,-2.3788571714285713,3.1285714142857146,para,12.08980456752508,0.04247184647571989,BL
466,19.176401,2017-10-17,1.0,5,20.640145,3.0,2448.809394,1508205440.0,-4.80233196,6.2392617999999995,0.9767129879999998,4.0,7.934473880000001,0.25544129400000004,2017-10-17 01:46:40,2.0,1.16,-15.920000000000002,0.0579999925,-0.886000005,para,10.216802161755828,0.0001250361158656732,BL
467,19.46093,2016-10-17,1.0,6,113.3037,4.0,2127.8410065,1476669000.0,-1.1343608250000001,7.606126716666666,-0.9260863166666665,4.0,7.7467367,0.469009775,2016-10-17 01:36:40,2.0,3.1310999600000002,-13.966666666666667,-2.003,1.7579999849999999,para,8.49652061457714,0.0,BL
468,19.504147,2016-04-14,4.0,5,6.7273679,3.0,5369.376652,1460663840.0,-3.7849430400000004,-8.29263052,-5.39329208,3.0,10.591846799999999,0.0805628132,2016-04-14 19:46:40,2.0,2.1520000599999998,-65.959999,-0.679200012,-4.613600079999999,para,9.49304872852689,0.08111428791855413,BL
469,19.970801,2016-04-13,2.0,6,4.5125305,4.0,710.916155,1460530800.0,-6.823328416666666,-3.1006720333333333,-1.9719969333333331,3.0,7.7509784999999995,0.27612459333333333,2016-04-13 06:46:40,2.0,3.08394445,-56.666667499999996,-2.886999945,-0.8823333533333333,para,9.54191049019017,0.3410642714305663,BL
470,20.001963,2016-05-25,4.0,5,2.1684224,3.0,1998.367046,1464198440.0,-6.33809512,-5.6440302,-1.51176062,0.0,8.620923099999999,0.159621408,2016-05-25 17:36:40,2.0,0.8235000100000001,1.3599999999999999,2.54680002,2.4016001200000003,para,9.855949143674666,0.5381949252136811,BL
471,20.123921,2016-08-13,3.0,6,1.7618498999999999,4.0,2562.912543333333,1471073400.0,-8.161853950000001,4.7908472,-1.8472895833333334,4.0,9.643109533333332,0.07219471316666666,2016-08-13 07:16:40,2.0,1.1883333833333332,-16.03333316666667,2.017999983333333,-0.5029999983333333,para,13.245032342952904,0.779454237691339,BL
472,20.130475,2016-04-03,1.0,6,16.227412,4.0,1068.3064893333333,1459646400.0,1.1159399749999999,-5.713164283333334,-3.6715897,3.0,6.883824183333332,0.090586363,2016-04-03 01:06:40,2.0,2.6011666166666667,-49.73333366666666,-3.7396666166666663,-2.250333316666667,para,8.68227004170443,0.0027287092992427375,BL
473,20.173315,2016-09-27,3.0,6,12.614516,4.0,2128.9380433333336,1474945200.0,-3.1665905,8.163823516666666,-1.9834467333333334,0.0,8.97887765,0.38245448666666665,2016-09-27 02:46:40,2.0,3.4296944499999995,-46.533333500000005,4.097166533333334,0.3282499933333333,para,9.52938817261442,0.013321314944223173,BL
474,20.229911,2016-08-30,8.0,4,5.1701799,2.0,6016.275299999999,1472598000.0,-4.699568725,10.68290325,-2.70090825,0.0,11.979482999999998,0.9306140025,2016-08-30 22:53:20,2.0,2.687375075,-24.49999975,4.064999925,-0.5624999675,para,14.15888788627524,0.07538929802877337,BL
475,20.268386,2016-05-31,6.0,6,2.1908032999999993,4.0,1724.8026216666667,1464699600.0,-10.494352333333334,-4.367988883333333,-0.6195305433333334,0.0,11.384239333333333,0.38820313999999995,2016-05-31 12:46:40,1.0,2.9446388833333335,2.1333333666666667,-1.7724167,3.1661667,para,14.783596965272979,0.7007133463468433,BL
476,20.280778,2016-06-09,4.0,6,3.6356023,4.0,1516.0639116666669,1465487400.0,-7.821205333333334,-4.20347615,-0.23377097000000002,0.0,8.8829096,0.11234633666666666,2016-06-09 15:36:40,2.0,1.0371389083333333,-5.599999983333333,0.458000005,-0.24566668111666667,para,10.916340439119024,0.4575613507563727,BL
477,20.307963,2016-01-18,1.0,6,10.706002,4.0,1291.90367,1453141800.0,3.6661728166666663,-7.834468866666666,-2.965423983333334,0.0,9.144812916666666,0.4107890433333334,2016-01-18 18:16:40,1.0,1.13059996,1.1333333333333333,5.024,-0.05333331600000002,para,17.76520909241206,0.03007461855553173,BL
478,20.510861,2017-04-01,2.0,4,4.7066461,2.0,4188.547699999999,1491086100.0,-4.061045125000001,-15.564834500000002,-8.34858545,4.0,18.12336075,0.4550356625,2017-04-01 22:26:40,2.0,1.0955,-22.7499995,-3.0644999250000002,0.61900002,para,20.712209596559298,0.09505277170294502,BL
479,20.606403,2016-08-05,3.0,7,21.903825000000005,5.0,2030.0638028571427,1470394057.142857,-7.02577297142857,1.6584832285714286,-0.24456525357142858,4.0,7.2246479428571435,0.10233367065714284,2016-08-05 10:33:20,2.0,2.2967222333333335,-22.657143,-2.9682142614285714,-3.9482617857142857,para,9.453852122879026,0.0005461040399120654,BL
480,20.716729,2016-08-13,8.0,5,12.536749,3.0,2483.329042,1471126640.0,-5.94743946,9.59624404,-2.34466588,4.0,11.530927400000001,0.414670528,2016-08-13 22:06:40,2.0,,-21.28,,,para,12.619873150840615,0.005753441462601372,BL
481,20.834883,2016-05-27,1.0,5,10.804289,3.0,1446.5818999999997,1464312440.0,-6.8185138,2.00005946,-0.476955656,0.0,7.122709099999999,0.0852218616,2016-05-27 01:16:40,3.0,4.54800004,14.64,0.623199968,-2.1071999999999997,para,9.436589878714676,0.01283262853742495,BL
482,20.838706,2016-08-09,6.0,5,10.804322,3.0,1446.583424,1470727960.0,-8.61039488,4.67650546,-1.8096478999999999,4.0,9.96440332,0.0460783996,2016-08-09 07:23:20,2.0,2.23659998,-8.64000016,1.43359994,0.74000001,para,13.69398963927106,0.012832433509273766,Lobe
483,20.921859,2016-08-24,6.0,7,8.4573399,5.0,1281.1384942857142,1472025457.142857,-6.617343728571429,4.163615614285715,-1.4987188285714286,3.0,7.961731400000001,0.2951640442857143,2016-08-24 07:43:20,2.0,3.1133333333333333,-26.000000285714286,-7.396476085714285,1.8467619557142856,para,10.167805124542545,0.13276701671136526,BL
484,20.945208,2016-08-13,5.0,7,13.716415999999999,5.0,1898.875844285714,1471079542.857143,-7.2964408857142855,3.128826042857143,-1.0357514971428572,4.0,8.007417342857144,0.23762620714285715,2016-08-13 08:56:40,2.0,1.1473333333333333,-15.342857142857143,1.7870000166666669,-0.8773333466666666,para,10.704550761342041,0.0175147516306412,BL
485,21.115804,2016-05-07,3.0,4,15.067608,2.0,1362.7220499999999,1462614900.0,-10.218045,-5.273291275,-1.86101225,0.0,11.648287,0.2924822225,2016-05-07 09:46:40,2.0,2.9488750749999997,-10.8000001,1.2640000075,-0.29600003750000003,para,14.833800077948194,0.0005347003828504171,BL
486,21.213999,2016-05-12,2.0,6,7.571882899999999,4.0,1083.1623716666666,1463084100.0,-3.777672266666667,-5.9267352833333335,-2.6460879000000004,4.0,7.5109528333333335,0.06469302016666667,2016-05-12 20:03:20,1.0,0.71777778,-13.233333333333333,-1.6511666166666668,-1.0620833533333334,para,7.609896058702751,0.10858101591378144,BL
487,21.244523,2016-08-22,5.0,5,6.5790111,3.0,3066.6577519999996,1471849040.0,-7.2533110800000005,5.2999849,-2.0085963799999997,0.0,9.20552444,0.33840225600000007,2016-08-22 06:46:40,2.0,2.11613336,-5.75999994,-3.5351999800000002,-1.37799994,para,12.193372565053602,0.08659804377882441,BL
488,21.381002,2016-09-27,5.0,4,2.6672675,2.0,2095.6059,1474979100.0,3.679952,5.93563285,-4.88957445,0.0,8.525735025,0.300873805,2016-09-27 12:16:40,2.0,1.811500025,-32.44999975,6.2509999249999995,0.8595000125,para,20.993492668165803,0.2635179610358038,BL
489,21.443996,2016-06-05,5.0,4,2.666987,2.0,2095.6055875,1465133100.0,-10.20807675,-3.9523395000000003,-0.37656775,0.0,10.95311175,0.47668459500000004,2016-06-05 13:16:40,2.0,12.7594995,17.849999750000002,-2.6549999500000006,-3.09949955,para,14.804969427588729,0.2635549220216675,BL
490,21.445777,2016-09-07,7.0,4,2.6669866,2.0,2095.6055875,1473283200.0,-2.8901253749999998,11.142496999999999,-3.1634230499999996,4.0,11.938127249999999,1.863225325,2016-09-07 21:13:20,2.0,1.5045,-18.05000025,0.848499995,1.0655000275,para,12.1218812322853,0.2635549747326573,PS
491,21.44621,2016-09-27,2.0,4,2.6669866,2.0,2095.6055875,1474940400.0,-2.65461645,9.48056365,-2.11109815,0.0,10.069193575,0.0055917664,2016-09-27 01:33:20,2.0,3.25850005,-38.1000005,2.5389999999999997,-5.9215,para,10.515474141426417,0.2635549747326573,Lobe
492,21.44637436174774,2017-03-06,2.0,4,2.666991746362769,2.0,2095.6038775,1488809700.0,-0.11365707600000001,-8.32784055,-2.742624825,4.0,8.768839849999999,0.49511617999999996,2017-03-06 14:06:40,2.0,2.404125,-30.90000075,-0.4430000324999999,-3.433000025,para,10.640273839746591,0.26355429655877516,BL
493,21.446488,2016-05-08,5.0,4,2.6669909,2.0,2095.6040825,1462722600.0,-8.192592975,-7.33622845,-2.5581571249999997,2.0,11.290992249999999,0.3568925225,2016-05-08 15:43:20,5.0,4.235375025,-77.30000125000001,-7.788999925000001,-6.329999825,para,12.915033378035396,0.263554408090071,BL
494,21.446492,2016-08-20,4.0,4,2.6669866,2.0,2095.6055875,1471667700.0,-7.7032853249999995,7.426063624999999,-2.4902481749999996,0.0,10.98598475,0.8954944325,2016-08-20 04:26:40,2.0,1.7951110666666665,-10.7,-0.5228333625000001,2.8021667000000003,para,14.959815523692892,0.2635549747326573,BL
495,21.446492,2016-08-25,7.0,4,2.6669866,2.0,2095.6055875,1472152500.0,-2.9055166,9.7693912,-3.6150527,4.0,10.8146795,0.706578625,2016-08-25 19:06:40,2.0,2.14750005,-21.599999750000002,-0.6550000025,2.1365000249999997,para,10.682641611082081,0.2635549747326573,BL
496,21.450385,2017-02-24,2.0,4,2.6669899,2.0,2095.606025,1487966700.0,0.9830957599999999,-6.813686199999999,-4.1320752,0.0,8.029476025,0.113522825,2017-02-24 19:56:40,2.0,1.5853334,-10.9,1.7045000350000001,1.318,para,9.751870587665765,0.2635545398673078,BL
497,21.461811,2016-06-06,5.0,4,2.6670017,2.0,2095.6055875,1465201500.0,-11.861002,-1.500056775,-0.97274946,0.0,11.9951195,0.2346753925,2016-06-06 08:16:40,2.0,4.169375125,-49.0,-1.2684999590000001,1.8420000975000002,para,16.929556944082872,0.2635529849001097,BL
498,21.485237,2016-09-26,3.0,7,131.99837,5.0,3544.6974561428574,1474863742.857143,-3.6119081285714287,6.511884728571429,-1.7268105285714286,0.0,7.6453976714285705,0.6322318100000001,2016-09-26 04:06:40,2.0,2.62122225,-19.942857142857147,2.1460714542857144,-3.1565000857142858,para,8.481648715005445,0.0,BL
499,21.68206,2016-04-07,3.0,13,35.15010999999999,11.0,724.7364592307694,1460064753.8461537,-2.0846794999999996,-8.019062515384615,-5.7284429,3.0,10.075111746153848,0.02472733337461539,2016-04-07 21:03:20,2.0,3.299833323076923,-56.58461523076923,4.296307715384615,-9.680461553846154,para,9.179244371299276,0.0002340613599178809,Lobe
500,21.823471,2016-08-13,7.0,4,23.864874,2.0,3768.7760624999996,1471113600.0,-3.0910790500000003,8.343494750000001,-3.23901865,4.0,9.4692384,0.14391585,2016-08-13 18:33:20,2.0,1.03000001,-18.0,2.819000025,-0.23850000325,para,9.470073478410301,6.573678425714213e-06,BL
501,21.840472,2017-03-30,3.0,5,1.3984634,3.0,1133.5364759999998,1490857360.0,-4.12236286,-9.769376939999999,-3.2432062999999998,4.0,11.0888716,0.49861668200000003,2017-03-30 06:53:20,2.0,2.4796,-35.599999000000004,-2.8732000400000004,-1.25320006,para,11.822283273915568,0.705894958318626,BL
502,21.840758,2016-08-24,5.0,4,2.6580557,2.0,6622.475675,1472021700.0,-7.0224481,5.31594855,-2.0029825,3.0,9.032749775,0.36957635,2016-08-24 06:46:40,2.0,2.9089999,-37.0500015,-5.27849985,4.985000025,para,11.575295033430695,0.2647344978854109,BL
503,21.846204,2016-09-11,4.0,5,1.3984569,3.0,1133.5364519999998,1473619640.0,-0.98643245,10.647126799999999,-4.18013374,4.0,11.481166599999998,0.8384787900000001,2016-09-11 18:36:40,2.0,1.1808,-10.24000008,-2.2330001,-2.73079996,para,11.480849221451185,0.7058964822896407,BL
504,21.850989,2016-05-28,6.0,5,1.3984537,3.0,1133.5353119999997,1464430360.0,-11.4525678,-3.4790553799999997,-0.967952922,0.0,12.0086048,0.35206884800000005,2016-05-28 10:03:20,2.0,2.6407333,-4.32000002,-1.48120006,-0.6620000126,para,16.101529928198353,0.7058972325528126,BL
505,21.851981,2016-05-16,7.0,5,1.3984535,3.0,1133.5353119999997,1463409760.0,-9.2170086,-6.449710739999999,-1.68349996,0.0,11.3750152,0.20334051399999997,2016-05-16 14:33:20,3.0,2.63293326,-11.48,4.948000039999999,-0.840399968,para,13.767411339439453,0.7058972794442722,BL
506,21.852148,2016-06-01,3.0,5,1.3984535,3.0,1133.5353119999997,1464752560.0,-9.8441595,0.957706084,-1.07633836,0.0,9.949394199999999,0.249674848,2016-06-01 03:33:20,2.0,1.37129998,-21.9200002,-3.33040004,-1.6108,para,13.855317743186491,0.7058972794442722,BL
507,21.8673987074475,2016-10-18,1.0,5,1.398468439707011,3.0,1133.5364759999998,1476785560.0,6.028776899999999,4.94556718,-4.0306362,4.0,8.77832178,0.18371565399999998,2016-10-18 10:03:20,2.0,1.42419996,-22.5600004,-3.3115000800000005,-0.5843000260000001,para,45.642147544033335,0.7058937767246114,BL
508,22.035095,2016-02-21,1.0,4,14.090433,2.0,3811.9257124999995,1456075500.0,0.5175007125,-9.79554065,-5.1890142,4.0,11.097372250000001,0.8459668924999999,2016-02-21 17:16:40,0.0,1.412500025,-10.25,0.13999999125,-3.032499975,para,14.129088230400521,0.0008715681478674853,BL
509,22.194141,2016-08-10,8.0,6,2.9060084000000006,4.0,4798.404951666666,1470820200.0,-7.716290366666667,3.2010611,-1.1011283383333332,4.0,8.426895033333333,0.09715637788833333,2016-08-10 08:56:40,2.0,2.47125,-26.566666166666664,-0.9565000366666666,-1.46824995,para,11.206912766128186,0.5736758734610903,BL
510,22.257304,2016-04-27,3.0,4,3.192594,2.0,931.0331875,1461739800.0,-8.460062924999999,-3.1402910000000004,-2.006637025,0.0,9.244795,0.1939491725,2016-04-27 06:43:20,2.0,1.9604166499999998,-13.9,0.20399999749999997,-2.496499875,para,11.751809595006218,0.20264552673459146,BL
511,22.269646,2016-05-15,2.0,4,3.1925407,2.0,931.0331575000001,1463288400.0,-9.273400875,-0.9625130024999999,-1.48044205,0.0,9.440307025,0.1742245625,2016-05-15 04:53:20,2.0,2.351499975,-12.549999999999999,10.569499875,2.9715000075,para,12.964852414399912,0.20265092730984124,BL
512,22.269704,2016-08-21,1.0,4,3.1925436,2.0,931.0339524999999,1471767600.0,-6.807860549999999,3.8455451999999997,-1.362883025,0.0,7.937167574999999,0.4874371075,2016-08-21 08:13:20,2.0,3.136,15.950000000000001,-7.427499900000001,3.47550005,para,10.321134613981215,0.2026506334662097,BL
513,22.27158,2016-08-12,4.0,4,3.1925364,2.0,931.0339524999999,1470985500.0,-8.397956500000001,5.146174425,-1.9800282249999999,4.0,10.046542675,0.16456282249999998,2016-08-12 06:56:40,2.0,,-22.75,,,para,12.529645342298222,0.20265136300980346,BL
514,22.27415,2016-05-15,5.0,4,3.1925238,2.0,931.0331575000001,1463299500.0,-10.67871125,-3.40525315,-1.640244075,0.0,11.32805175,0.66628732,2016-05-15 07:56:40,2.0,2.4563750749999995,-9.6999999,10.49499985,-1.8115000199999998,para,15.287459462614649,0.202652639717412,BL
515,22.276861,2017-02-22,1.0,4,3.1925167,2.0,931.034045,1487737200.0,1.4825974,-7.2753729499999995,-3.5275644500000003,0.0,8.220832925,0.043981956525000004,2017-02-22 04:13:20,3.0,2.481500025,-13.5,2.046999975,-3.8814999500000003,para,10.885185104831383,0.20265335913555993,Lobe
516,22.332709,2016-03-28,3.0,4,3.19239,2.0,931.0339524999999,1459174500.0,-5.225651575,-9.407513825,-4.168290874999999,0.0,11.54067075,1.3819945749999998,2016-03-28 14:06:40,2.0,3.109375,-1.55,-1.4119999749999999,2.7209999,para,11.689426837531833,0.20266619763251625,PS
517,22.346709,2016-08-24,4.0,5,10.715245,3.0,1228.4001799999999,1472017360.0,-7.23255094,6.5199095400000004,-2.36988428,3.0,10.02204618,0.142799122,2016-08-24 05:33:20,2.0,3.01933342,-37.359999800000004,-7.543200000000001,1.49480002,para,12.905434963415646,0.013369649618593105,BL
518,22.351394,2016-06-05,7.0,4,3.1923789,2.0,931.0339524999999,1465141200.0,-8.252820075,-4.559794825,-0.45698327,0.0,9.440015275,0.20361332249999997,2016-06-05 15:33:20,2.0,7.9511248,-9.50000015,-9.871000050000001,-1.276999975,para,11.678565311507596,0.20266732243303442,BL
519,22.353909,2016-06-01,10.0,4,3.1923754,2.0,931.0331575000001,1464802800.0,-6.027839999999999,-5.003770275,-0.93720097,0.0,7.890325825000001,0.03907296925,2016-06-01 17:33:20,2.0,1.1988749749999998,-6.850000025,-0.06749998000000001,-0.40549999999999997,para,9.063167851318745,0.20266767710115896,Lobe
520,22.354607,2016-03-07,1.0,4,3.1923781,2.0,931.034045,1457321700.0,3.7381586,-6.112100549999999,-3.6458598,3.0,8.039358925,0.007382442,2016-03-07 03:26:40,5.0,3.4688333250000003,-82.80000100000001,-10.75400015,-4.971000075,para,14.955905909661372,0.20266740349997958,Lobe
521,22.35500938294497,2016-04-16,1.0,4,3.192378050971148,2.0,931.034045,1460798700.0,-8.06861665,-5.813513274999999,-2.505705125,1.0,10.25584125,0.3947382325,2016-04-16 09:16:40,2.0,1.7518749749999998,-25.1,-4.632000075,-3.347,para,12.065201341766384,0.2026674084682547,BL
522,22.355349,2016-09-01,4.0,4,3.1923785,2.0,931.0339524999999,1472700000.0,-6.14478345,8.624881899999998,-2.6106938,2.0,10.907165249999998,0.516765765,2016-09-01 03:13:20,2.0,2.521208225,-23.8500005,6.160999899999999,-3.8875,para,14.425754052064493,0.202667362966503,BL
523,22.355541,2016-08-17,3.0,4,3.1923785,2.0,931.0339524999999,1471417500.0,-7.823928050000001,5.205937625000001,-1.9942664749999999,0.0,9.6071212,0.3092893725,2016-08-17 06:56:40,2.0,2.2684167,-9.6,3.640999975,5.4350002,para,12.92341986739663,0.202667362966503,BL
524,22.355596,2016-08-23,6.0,4,3.1923785,2.0,931.0339524999999,1471977000.0,-2.4788330500000004,9.1618848,-3.7826843999999995,2.0,10.217624999999998,0.009010211325,2016-08-23 18:23:20,2.0,5.313000075,-35.8999995,-0.06350000749999997,-7.6225000750000005,para,9.733628277346405,0.202667362966503,Lobe
525,22.35764,2016-05-20,6.0,4,3.1923754,2.0,931.0331575000001,1463743200.0,-10.894181,-4.889291525,-1.20547025,0.0,12.00184075,0.41106157499999996,2016-05-20 11:13:20,1.0,1.592,2.050000025,6.462000000000001,2.08550005,para,15.539166371152104,0.20266767710115896,BL
526,22.360536,2016-03-29,6.0,4,3.1923791,2.0,931.0339524999999,1459290600.0,-0.7349547975,-8.091492500000001,-6.0878519,0.0,10.1527445,0.20337752750000002,2016-03-29 22:23:20,2.0,1.4071111,-15.0,2.0360000333333335,0.8786666200000001,para,9.728808758251722,0.20266730216630324,BL
527,22.361009,2016-05-13,5.0,4,3.192376,2.0,931.0331575000001,1463168700.0,-4.3947597,-6.1028742750000005,-2.633665025,4.0,7.968775099999999,0.09173749924999999,2016-05-13 19:36:40,2.0,,-19.85,,,para,8.042039223525387,0.20266761630086505,BL
528,22.367643,2016-10-13,2.0,4,3.1923818,2.0,931.0339524999999,1476382800.0,3.23815645,10.992939499999999,-3.455941525,3.0,11.96995825,0.0036041005099999995,2016-10-13 18:13:20,2.0,0.38300000250000005,-102.35000000000001,5.831500299999999,-18.975999249999997,para,46.306731185488786,0.2026670285656299,Lobe
529,22.368014,2017-08-17,3.0,4,3.192382,2.0,931.0339524999999,1502986500.0,-18.469422,16.235415500000002,-0.74984191,0.0,24.60240175,5.750605525,2017-08-17 16:06:40,2.0,4.1308332,-6.649999975,7.5869998,-0.17850007499999998,para,17.999999992774164,0.20266700829892814,PS
530,22.38004,2016-05-16,3.0,4,3.1923888,2.0,931.0331575000001,1463376300.0,-9.664741499999998,-1.261181225,-1.534408325,0.0,9.86697135,0.14308978249999998,2016-05-16 05:16:40,3.0,1.659000025,-14.75,1.666500025,0.9129999925000001,para,13.355306275424127,0.2026663192322713,BL
