,energy,pitch angle,flag,flux,eflux,bx,xgsm,ygsm,zgsm,beta,imfBy,imfBz,storm_phase,velocity_o_all,v_par_all,v_perp_all,density_o_all,pressure_o_all,density_h_all,swp,swv,kp,dst,datetime_str,year,kp_gt_2,storm,region,energy_int
309206,1.8421173095703118,5.625,1.0,509.7707297677047,8913.691141764324,112.8237533569336,-4.705933844441618,-0.918939697920654,2.554083128748017,0.04218551525267887,-0.0299130380153656,0.1742608994245529,nonstorm,4.766923541987249,1.297129344756804,4.10980390614493,0.1486188475090034,0.03192840588205919,8.506430534155964,0.7729114294052124,369.5089416503906,0.3,-5.5,2019-05-31 22:51:00,2019,False,False,1.0,2.0
309208,1.8421173095703118,28.125,1.0,1828.226028891374,21037.60751342773,103.36962890625,-4.820992328354773,-1.028509435369308,2.586761257148518,0.06236417384576179,-0.07576271891593933,0.1729661226272583,nonstorm,5.800541403788184,1.9002295608300734,5.2423799670193585,0.1502619928811045,0.03183579257497805,7.201681890470401,0.7739759683609009,369.2205505371094,0.3,-4.0,2019-05-31 22:55:00,2019,False,False,1.0,2.0
309209,1.8421173095703118,16.875,1.0,899.7855566065542,13337.96911621094,99.37682342529295,-4.8775867325367335,-1.083036158442977,2.602639703210246,0.07315992003244169,-0.08865545690059662,0.1849579811096191,nonstorm,5.44161608689587,3.0542633426127432,4.270965257599278,0.1294697157480488,0.03178895124244227,5.991690573713932,0.77435302734375,369.2177429199219,0.3,-4.5,2019-05-31 22:57:00,2019,False,False,1.0,2.0
309219,1.8421173095703118,16.875,1.0,232.6320884355742,2343.529418945312,71.98512268066406,-5.412520779450194,-1.618343184263019,2.7471412753456366,0.151453921367298,-0.2607462406158447,0.166791096329689,nonstorm,10.30582214964739,3.464747931727121,9.33434576335168,0.05911705660857978,0.02091218552494517,1.475765154190117,0.7741904854774475,369.5972900390625,0.4133333333333333,-6.0,2019-05-31 23:17:00,2019,False,False,1.0,2.0
309220,1.8421173095703118,16.875,1.0,542.6936741326432,5467.08154296875,69.9329605102539,-5.463178571152334,-1.6708480808163482,2.760375011745689,0.1615180972380095,-0.2657037079334259,0.1668889373540878,nonstorm,18.068933828646518,4.3367162955935035,17.32418121536638,0.051675290078958665,0.02061014407916121,1.300480192528398,0.7731775045394897,369.6235046386719,0.4266666666666666,-6.0,2019-05-31 23:19:00,2019,False,False,1.0,2.0
701962,1.8421173095703118,163.125,-1.0,370.9333568154931,3736.772705078125,213.21405029296884,-4.024352404990208,0.7355022284668661,2.326281541665088,0.0066644844633610215,4.348217487335205,1.2161386013031008,nonstorm,9.495690408372374,5.912194454837007,7.403933178283207,0.05513310191166339,0.012975849789771359,6.767948604376207,1.6711704730987549,325.3436584472656,1.0,-1.0,2019-06-04 10:29:00,2019,False,False,1.0,2.0
701963,1.8421173095703118,174.375,-1.0,1299.151172604207,16339.722229003908,203.6330108642578,-4.092239047339638,0.6947455140104772,2.365883213614334,0.01283239214778692,4.346862316131592,1.26245105266571,nonstorm,16.04612851154382,7.3022165152367915,13.33303323448278,0.08349150086544108,0.0192168395347688,13.780432683852911,1.673052787780762,325.4126586914062,1.0,-1.0,2019-06-04 10:31:00,2019,False,False,1.0,2.0
701964,1.8421173095703118,174.375,-1.0,2483.558516210137,25615.13555908203,194.6170806884766,-4.159294688918076,0.653839122237767,2.4050317874496536,0.02535786545952703,4.350095748901366,1.274807691574097,nonstorm,8.270633373648282,3.233146174771406,7.492378958518988,0.1092172151409751,0.02964990411116031,14.74309263617084,1.672812581062317,325.4437866210938,1.0,-1.0,2019-06-04 10:33:00,2019,False,False,1.0,2.0
701965,1.8421173095703118,174.375,-1.0,1209.2341044852851,12181.7919921875,186.4004364013672,-4.225542419655996,0.6127953193371461,2.4437390386382583,0.03433565661641225,4.352571487426759,1.314666628837585,nonstorm,8.797319647382409,2.011456230232695,8.49304198635515,0.165566183901961,0.04784124611561361,16.953160980003382,1.67443323135376,325.5237731933594,1.0,-1.0,2019-06-04 10:35:00,2019,False,False,1.0,2.0
701966,1.8421173095703118,140.625,-1.0,848.8334151770631,11233.224334716799,178.7801361083984,-4.2910043401821,0.571625371483409,2.4820161661197044,0.039643363480946416,4.362616539001465,1.333364367485046,nonstorm,11.6106496880528,5.598749374805821,9.84583391052254,0.2281376257512121,0.06282858243071976,4.741012920150376,1.676263093948364,325.5798645019531,1.0,-1.0,2019-06-04 10:37:00,2019,False,False,1.0,2.0
701967,1.8421173095703118,163.125,-1.0,781.1941316933003,9789.140991210938,171.4722137451172,-4.355701621073295,0.5303396261924811,2.519873808546965,0.04548353149158979,4.3742589950561515,1.367962837219238,nonstorm,11.2949080166975,1.622555970009458,10.89681697691746,0.298536588313504,0.06654142681994436,2.193143177221642,1.6772004365921018,325.6420593261719,1.0,-2.0,2019-06-04 10:39:00,2019,False,False,1.0,2.0
703015,1.8421173095703118,151.875,-1.0,752.2611818760487,8038.86328125,203.8172302246094,-4.02914717006186,0.08185629151545804,2.5306632421270407,0.0007066429644555855,-4.8423662185668945,-2.627634525299072,nonstorm,10.57264335058442,5.109067973047344,8.721863657629315,0.052820574789085514,0.00480560059290583,10.393534923911972,1.262093067169189,286.8837585449219,0.7,1.0,2019-06-07 22:37:00,2019,False,False,1.0,2.0
703016,1.8421173095703118,163.125,-1.0,976.717029624423,12383.37030029297,194.18133544921884,-4.098575132182852,0.0333672491997784,2.555526879972692,0.0008659514976891116,-4.818632125854492,-2.629263401031494,nonstorm,9.288966182186202,2.48121572717633,8.764173746282857,0.055797115058845534,0.005494353927858466,8.029589796131276,1.268046021461487,286.9126892089844,0.7,1.0,2019-06-07 22:39:00,2019,False,False,1.0,2.0
703017,1.8421173095703118,163.125,-1.0,714.3823979068795,7772.7340087890625,185.1247406005859,-4.1671975088178685,-0.015089637095438318,2.579890767806814,0.001202482976172851,-4.7975263595581055,-2.631134033203125,nonstorm,6.250495174154695,3.590004404429456,4.816649764291334,0.061642553052507036,0.006877456333249156,8.110666411459968,1.273068308830261,286.9386901855469,0.7,1.0,2019-06-07 22:41:00,2019,False,False,1.0,2.0
703018,1.8421173095703118,174.375,-1.0,683.1087934524289,6862.21142578125,176.6208801269531,-4.235035980240107,-0.06350411366612024,2.603773826793537,0.00193355370073977,-4.775152206420898,-2.6345455646514893,nonstorm,6.152493447884648,1.4422523854977358,5.888597180657093,0.06944434299296759,0.008836742233756157,9.229923169422712,1.277977585792542,286.9640808105469,0.7,1.0,2019-06-07 22:43:00,2019,False,False,1.0,2.0
311176,1.8421173095703118,5.625,1.0,1886.445455222397,23482.8876953125,176.6208801269531,-4.235035980240107,-0.06350411366612024,2.603773826793537,0.00193355370073977,-4.775152206420898,-2.6345455646514893,nonstorm,6.152493447884648,1.4422523854977358,5.888597180657093,0.06944434299296759,0.008836742233756157,9.229923169422712,1.277977585792542,286.9640808105469,0.7,1.0,2019-06-07 22:43:00,2019,False,False,1.0,2.0
311177,1.8421173095703118,5.625,1.0,4167.67662053755,54860.9619140625,168.451171875,-4.302111331692156,-0.1118667503673898,2.627194111249067,0.0055059326631512,-4.75200080871582,-2.633299827575684,nonstorm,12.43075885409474,4.531715374230252,11.53743572506841,0.0654655377695156,0.012950777243641291,8.27528813360613,1.290109992027283,287.0285949707031,0.7,1.0,2019-06-07 22:45:00,2019,False,False,1.0,2.0
703019,1.8421173095703118,174.375,-1.0,1508.4616110356092,18205.6318359375,168.451171875,-4.302111331692156,-0.1118667503673898,2.627194111249067,0.0055059326631512,-4.75200080871582,-2.633299827575684,nonstorm,12.43075885409474,4.531715374230252,11.53743572506841,0.0654655377695156,0.012950777243641291,8.27528813360613,1.290109992027283,287.0285949707031,0.7,1.0,2019-06-07 22:45:00,2019,False,False,1.0,2.0
311178,1.8421173095703118,5.625,1.0,2595.638741185552,31378.07421875,160.7982025146484,-4.368443494483293,-0.16016888303707,2.6501688741488443,0.01190755382035929,-4.730000972747803,-2.633038997650146,nonstorm,17.06724107585633,3.6675266324657114,16.634711409099552,0.06893950481865205,0.01937471632317912,9.353518366100676,1.29630446434021,287.0533142089844,0.7,1.0,2019-06-07 22:47:00,2019,False,False,1.0,2.0
311181,1.8421173095703118,28.125,1.0,1138.214041194042,11897.1337890625,140.9979705810547,-4.563168239536647,-0.3046354740480415,2.7165813615169223,0.036875350772445234,-4.66850471496582,-2.641214847564697,nonstorm,5.412174829852271,3.4505902361363847,4.031475980037414,0.1028648935836035,0.0318993937970924,9.510585988836047,1.3290624618530271,287.2489929199219,0.7,0.5,2019-06-07 22:53:00,2019,False,False,1.0,2.0
311182,1.8421173095703118,28.125,1.0,453.704425655673,5484.727478027344,135.04644775390622,-4.6267113811105585,-0.3526218031203625,2.737931999849463,0.04041714158871049,-4.6566972732543945,-2.638715505599976,nonstorm,8.698583426100269,2.4292072664071203,8.229366674420497,0.08661197440549911,0.02592721524615481,8.672541539446067,1.3366326093673708,287.3071899414062,0.7,-0.5,2019-06-07 22:55:00,2019,False,False,1.0,2.0
311183,1.8421173095703118,5.625,1.0,887.4049353068269,10745.86767578125,129.2787170410156,-4.689599654552572,-0.400513531886145,2.7589128553723805,0.04471801871960885,-4.649454116821289,-2.62436318397522,nonstorm,9.117227774831552,3.0327464966382984,8.48796849764255,0.0950095623803432,0.026726646330149,5.3579080151138845,1.3451515436172492,287.3818359375,0.7,-1.0,2019-06-07 22:57:00,2019,False,False,1.0,2.0
311187,1.8421173095703118,16.875,1.0,1026.377620947086,13651.775329589842,109.99020385742192,-4.934908521579123,-0.5910345155212586,2.8393972582163234,0.06943807343362522,-4.639829158782959,-2.60529899597168,nonstorm,11.797609295520699,3.930919552209053,10.31929064831134,0.07068880803344094,0.028496388664983267,2.233584976761187,1.3598132133483893,287.5794677734375,0.7,-2.0,2019-06-07 23:05:00,2019,False,False,1.0,2.0
311191,1.8421173095703118,5.625,1.0,613.0784016187429,24721.75960998535,94.184814453125,-5.170892236162504,-0.7796851549627298,2.91494293973557,0.1561582867476768,-4.643467426300049,-2.582419395446777,nonstorm,9.444002925515896,6.635436211677746,6.3437123048920325,0.09675873907198927,0.04253054507618023,1.6372447786301592,1.3663480281829827,287.7269897460938,0.7,-1.0,2019-06-07 23:13:00,2019,False,False,1.0,2.0
312167,1.8421173095703118,28.125,1.0,765.0274538352048,10507.79747772217,169.5352020263672,-4.172566565654516,1.167523851491733,2.4169078455471347,0.006045821453203971,-2.041143178939819,1.002380967140198,nonstorm,5.239411853594496,1.1986635707025242,5.058467534091587,0.1280971795497299,0.04004695501613281,10.50770519918298,1.1349408626556399,312.396484375,0.3,-1.0,2019-06-11 10:49:00,2019,False,False,1.0,2.0
704010,1.8421173095703118,174.375,-1.0,986.1399832813347,14857.99169921875,162.1063385009766,-4.241959407609707,1.13547610327919,2.456254005065586,0.007335216217306405,-2.020280838012695,1.006074666976929,nonstorm,6.877900501223571,3.105522278490656,5.721324883527515,0.1413775909924671,0.04116635698705627,11.212105654715131,1.13620662689209,312.2885131835938,0.3,-1.0,2019-06-11 10:51:00,2019,False,False,1.0,2.0
704011,1.8421173095703118,174.375,-1.0,1348.045547227219,16661.25439453125,155.1346740722656,-4.310614677834947,1.103210980532835,2.495194698767602,0.009134922797868752,-2.0047228336334233,1.027499914169312,nonstorm,7.310279436052547,2.261402132464727,6.377799767872482,0.1548186864220332,0.04546598720896165,10.76568437988164,1.137190699577332,312.2673950195312,0.3,-1.0,2019-06-11 10:53:00,2019,False,False,1.0,2.0
312169,1.8421173095703118,28.125,1.0,952.9375217492836,10894.34155273438,155.1346740722656,-4.310614677834947,1.103210980532835,2.495194698767602,0.009134922797868752,-2.0047228336334233,1.027499914169312,nonstorm,7.310279436052547,2.261402132464727,6.377799767872482,0.1548186864220332,0.04546598720896165,10.76568437988164,1.137190699577332,312.2673950195312,0.3,-1.0,2019-06-11 10:53:00,2019,False,False,1.0,2.0
704013,1.8421173095703118,151.875,-1.0,729.2281345565136,7624.841888427734,142.3317413330078,-4.445785682286758,1.038074459003967,2.5718977961976566,0.01347431123565155,-2.009369611740112,1.032522439956665,nonstorm,9.389545458803196,4.112766151436216,7.264850439229669,0.1571112074761718,0.0480123938945168,11.13282039183572,1.1389244794845579,312.2752685546875,0.3,-1.0,2019-06-11 10:57:00,2019,False,False,1.0,2.0
312172,1.8421173095703118,28.125,1.0,841.7932861008045,15105.34507751465,136.4170837402344,-4.512336256197512,1.005223955809555,2.609678150299757,0.01694318160877101,-2.0210621356964107,1.021858334541321,nonstorm,8.170924920609277,2.9999445662673687,7.560475472281619,0.1506553596522526,0.04939964722588207,11.08110121997648,1.138420701026917,312.3463134765625,0.3,-1.0,2019-06-11 10:59:00,2019,False,False,1.0,2.0
312173,1.8421173095703118,5.625,1.0,821.4594133255035,17373.77569580078,130.9272308349609,-4.578218991515916,0.9721979985309478,2.647088986448987,0.020190424001594782,-2.022193193435669,1.027719259262085,nonstorm,10.16545905516907,2.9518919345653867,9.703015899366068,0.1571261348567743,0.04759835110876725,10.04227494377738,1.1410413980484009,312.4573059082031,0.3,-1.0,2019-06-11 11:01:00,2019,False,False,1.0,2.0
704017,1.8421173095703118,174.375,-1.0,502.44416641311346,12717.990661621092,121.0525360107422,-4.708043582392292,0.9056538694902044,2.720833605572937,0.02790852277532896,-2.008034467697144,1.045726537704468,nonstorm,5.479520209280766,3.0938331795958,4.329429199186299,0.1599303327914239,0.048029313874610485,9.624443107117449,1.144545316696167,312.713134765625,0.3,-0.5,2019-06-11 11:05:00,2019,False,False,1.0,2.0
312175,1.8421173095703118,16.875,1.0,1934.7075509728518,25878.44396972656,121.0525360107422,-4.708043582392292,0.9056538694902044,2.720833605572937,0.02790852277532896,-2.008034467697144,1.045726537704468,nonstorm,5.479520209280766,3.0938331795958,4.329429199186299,0.1599303327914239,0.048029313874610485,9.624443107117449,1.144545316696167,312.713134765625,0.3,-0.5,2019-06-11 11:05:00,2019,False,False,1.0,2.0
312176,1.8421173095703118,16.875,1.0,1050.20639854942,23396.138875325516,116.65518188476558,-4.77201530735117,0.8721512996531596,2.757182253333333,0.0340668582229943,-2.010672569274902,1.04058825969696,nonstorm,4.078017591373321,2.4473630604345,3.152991996552666,0.1537707742732095,0.04693687191925003,8.892918955119145,1.144455313682556,312.7396240234375,0.3,-0.5,2019-06-11 11:07:00,2019,False,False,1.0,2.0
704018,1.8421173095703118,151.875,-1.0,592.3711127979713,7715.7008056640625,116.65518188476558,-4.77201530735117,0.8721512996531596,2.757182253333333,0.0340668582229943,-2.010672569274902,1.04058825969696,nonstorm,4.078017591373321,2.4473630604345,3.152991996552666,0.1537707742732095,0.04693687191925003,8.892918955119145,1.144455313682556,312.7396240234375,0.3,-0.5,2019-06-11 11:07:00,2019,False,False,1.0,2.0
312179,1.8421173095703118,16.875,1.0,1284.516937725067,13949.48193359375,105.0163040161133,-4.960336184547309,0.7708042013752914,2.864215717109822,0.0660640886921644,-2.037967681884766,1.028943181037903,nonstorm,6.18293555060584,3.8505545887403168,4.824234721749879,0.1774700454412273,0.04831491066313463,6.237981448140968,1.148584842681885,313.0924682617188,0.3,-1.0,2019-06-11 11:13:00,2019,False,False,1.0,2.0
704023,1.8421173095703118,174.375,-1.0,1182.528537045906,15101.92333984375,98.38350677490234,-5.083018351087559,0.7025996961220968,2.933956766986339,0.08212385787523564,-2.062698841094971,1.024920582771301,nonstorm,5.054601125709716,3.830086590873496,3.21274434301786,0.1549675446875377,0.04862695831154238,4.9724494828377965,1.151636242866516,313.3045349121094,0.3,-1.0,2019-06-11 11:17:00,2019,False,False,1.0,2.0
312184,1.8421173095703118,5.625,1.0,737.5940675221037,10765.09301757812,89.99531555175781,-5.2629843688409945,0.5994352268398686,3.036259147704443,0.1016680613319238,-2.084962129592896,1.02251935005188,nonstorm,6.720409260660987,2.8578200725754512,5.832949775661403,0.1117240826671144,0.03969852085806128,3.976180203241881,1.1558622121810909,313.6680908203125,0.3,-1.0,2019-06-11 11:23:00,2019,False,False,1.0,2.0
704026,1.8421173095703118,174.375,-1.0,978.8226933577603,9831.034790039062,89.99531555175781,-5.2629843688409945,0.5994352268398686,3.036259147704443,0.1016680613319238,-2.084962129592896,1.02251935005188,nonstorm,6.720409260660987,2.8578200725754512,5.832949775661403,0.1117240826671144,0.03969852085806128,3.976180203241881,1.1558622121810909,313.6680908203125,0.3,-1.0,2019-06-11 11:23:00,2019,False,False,1.0,2.0
312814,1.8421173095703118,5.625,1.0,3126.088484739029,44088.984375,356.4004211425781,-3.1564338731061534,1.0363128075947439,2.334117174894806,0.0002084927076553032,1.38987672328949,0.3804937899112701,nonstorm,2.864745486902715,1.452645091142799,2.3011284991881347,0.3908312819499426,0.003185703371892406,41.444300189391534,1.9719696044921882,425.60302734375,0.7,-5.5,2019-06-14 22:23:00,2019,False,False,1.0,2.0
312815,1.8421173095703118,5.625,1.0,14108.276778395817,170593.0625,336.9294738769531,-3.2386316412067284,0.99906182918917,2.3694224570675697,0.0006254215520769618,1.420241117477417,0.3649397492408752,nonstorm,1.9590315708036607,0.6479828819486547,1.8050581486181068,0.4940830301714159,0.009075783097748456,71.77156226162565,1.9708952903747559,425.6044921875,0.7,-5.0,2019-06-14 22:25:00,2019,False,False,1.0,2.0
312816,1.8421173095703118,5.625,1.0,9963.87592929775,100375.8193359375,318.6694030761719,-3.319814040891723,0.9615281317936036,2.403966119544504,0.0011215805006588651,1.4529412984848016,0.3501176238059998,nonstorm,3.396242685257173,1.522237072511974,3.011254746364051,0.397248682347314,0.01775241528059648,67.89983531830778,1.970882177352905,425.6220703125,0.7,-5.0,2019-06-14 22:27:00,2019,False,False,1.0,2.0
312817,1.8421173095703118,5.625,1.0,17417.54680245906,186078.3698730469,301.8323974609375,-3.4000101530949376,0.9237407006216332,2.437778326441108,0.0022733518308598512,1.4913954734802253,0.3240697681903839,nonstorm,1.807317160259219,0.6020159795822293,1.668513110159831,0.6758641707325042,0.02758672309611104,86.34222452305949,1.9708694219589231,425.63916015625,0.7,-5.0,2019-06-14 22:29:00,2019,False,False,1.0,2.0
312824,1.8421173095703118,39.375,1.0,3713.395552200478,43898.88458251953,211.8703155517578,-3.9359748603554316,0.6541202257791512,2.656208244113231,0.01601793770965323,1.632400035858154,0.2168999910354614,nonstorm,5.269340096816633,2.9296221175138233,4.1644137881818635,0.2022849086187793,0.03963611805732547,26.78926479333316,1.9802560806274407,425.6128845214844,0.7,-5.0,2019-06-14 22:43:00,2019,False,False,1.0,2.0
312825,1.8421173095703118,16.875,1.0,4403.967291688501,46502.23974609375,201.99267578125,-4.009196579422678,0.6151072859254225,2.685084724839822,0.02082932831647522,1.6515686511993408,0.2009803801774979,nonstorm,6.042163694633893,4.05888879974868,3.767955968957247,0.1775161858016436,0.04342896808278261,24.25720870300704,1.9802560806274407,425.6128845214844,0.7,-5.0,2019-06-14 22:45:00,2019,False,False,1.0,2.0
704668,1.8421173095703118,140.625,-1.0,1292.821284058475,14571.260009765618,192.75537109375,-4.081646513343333,0.5760185148363607,2.713441151112611,0.02524447986831022,1.66653847694397,0.1874999850988388,nonstorm,7.611899182793034,4.437178613107731,5.7262074768862865,0.1514138577676666,0.04791633127160085,15.63773790317532,1.9817495346069343,425.5900268554688,0.7,-6.0,2019-06-14 22:47:00,2019,False,False,1.0,2.0
312826,1.8421173095703118,16.875,1.0,3286.105374623316,33087.49963378906,192.75537109375,-4.081646513343333,0.5760185148363607,2.713441151112611,0.02524447986831022,1.66653847694397,0.1874999850988388,nonstorm,7.611899182793034,4.437178613107731,5.7262074768862865,0.1514138577676666,0.04791633127160085,15.63773790317532,1.9817495346069343,425.5900268554688,0.7,-6.0,2019-06-14 22:47:00,2019,False,False,1.0,2.0
704669,1.8421173095703118,140.625,-1.0,830.3405324700881,8942.459274291992,184.1416015625,-4.153344028913894,0.5368671146646931,2.7412958082909413,0.02879982722983073,1.69266676902771,0.167809471487999,nonstorm,6.566940849934117,5.207101923046406,3.829117731321944,0.1214756449501077,0.04978850718463505,18.576593394500588,1.9824686050415041,425.5790405273438,0.7,-6.0,2019-06-14 22:49:00,2019,False,False,1.0,2.0
312827,1.8421173095703118,16.875,1.0,2490.777334099408,26494.97277832031,184.1416015625,-4.153344028913894,0.5368671146646931,2.7412958082909413,0.02879982722983073,1.69266676902771,0.167809471487999,nonstorm,6.566940849934117,5.207101923046406,3.829117731321944,0.1214756449501077,0.04978850718463505,18.576593394500588,1.9824686050415041,425.5790405273438,0.7,-6.0,2019-06-14 22:49:00,2019,False,False,1.0,2.0
704670,1.8421173095703118,140.625,-1.0,500.3334140096077,5179.572433471681,176.0720977783203,-4.224307785536981,0.4976653438526672,2.7686661732335383,0.0344708075614583,1.71056067943573,0.1551401317119598,nonstorm,7.169303785679017,2.165594181147885,6.476505211842487,0.1473795394214257,0.05455518766532461,13.86160105729004,1.98317015171051,425.5878295898438,0.7,-6.5,2019-06-14 22:51:00,2019,False,False,1.0,2.0
312835,1.8421173095703118,16.875,1.0,963.1495642326597,14565.5068359375,131.94953918457028,-4.701933331291679,0.2227097469578374,2.948017954826005,0.1064896410050196,1.855966567993164,0.05983190611004829,nonstorm,11.287440602610431,5.477267752847111,8.64094090929442,0.1212403723176251,0.06630297163970432,3.309383709467256,1.9887363910675049,425.7284851074219,0.6666666666666667,-6.0,2019-06-14 23:05:00,2019,False,False,1.0,2.0
314408,1.8421173095703118,5.625,1.0,286.0093272657781,4610.00048828125,179.5638885498047,-3.9132779269581235,1.74561138823904,2.246999332266537,0.001184435559645775,-1.146116495132446,1.6423302888870241,nonstorm,6.035847001781846,3.7805468092791403,4.554711816444484,0.057632445873442316,0.006071104331666472,8.999990345448396,1.758529186248779,309.1220397949219,0.3,4.0,2019-06-18 10:41:00,2019,False,False,1.0,2.0
314409,1.8421173095703118,16.875,1.0,758.0318738748629,11116.51174926758,172.0029144287109,-3.987494689856417,1.723963462793569,2.28727999021176,0.001720474544971473,-1.206634521484375,1.643557786941528,nonstorm,5.264961238627376,1.072876325729953,5.121542352677326,0.1312094291489821,0.006898115327329203,15.52672317432476,1.7543476819992068,309.18115234375,0.3,4.0,2019-06-18 10:43:00,2019,False,False,1.0,2.0
706251,1.8421173095703118,151.875,-1.0,1264.729064897343,12770.889923095701,172.0029144287109,-3.987494689856417,1.723963462793569,2.28727999021176,0.001720474544971473,-1.206634521484375,1.643557786941528,nonstorm,5.264961238627376,1.072876325729953,5.121542352677326,0.1312094291489821,0.006898115327329203,15.52672317432476,1.7543476819992068,309.18115234375,0.3,4.0,2019-06-18 10:43:00,2019,False,False,1.0,2.0
314410,1.8421173095703118,16.875,1.0,752.7478405014688,14427.127675374351,164.8901977539062,-4.060964747711654,1.701980755707238,2.3271617640044906,0.002081721096106484,-1.264905571937561,1.6147170066833503,nonstorm,6.308992316050332,3.2812457270925384,5.3531180381218135,0.1368217668307698,0.008106001549159183,13.51313226033668,1.7516900300979608,309.2127075195312,0.3,4.5,2019-06-18 10:45:00,2019,False,False,1.0,2.0
706252,1.8421173095703118,151.875,-1.0,1396.923095192886,14815.385040283201,164.8901977539062,-4.060964747711654,1.701980755707238,2.3271617640044906,0.002081721096106484,-1.264905571937561,1.6147170066833503,nonstorm,6.308992316050332,3.2812457270925384,5.3531180381218135,0.1368217668307698,0.008106001549159183,13.51313226033668,1.7516900300979608,309.2127075195312,0.3,4.5,2019-06-18 10:45:00,2019,False,False,1.0,2.0
314411,1.8421173095703118,28.125,1.0,1460.5454673931408,16320.22457885742,158.1779174804688,-4.13370636551835,1.6796789929343539,2.366654828191572,0.0025548687934646673,-1.321851849555969,1.6013888120651252,nonstorm,6.880629203259666,2.5611130434353493,6.139905842226954,0.08902356310043645,0.009609977182287831,12.413223882558679,1.75,309.4042358398438,0.3,5.0,2019-06-18 10:47:00,2019,False,False,1.0,2.0
314413,1.8421173095703118,5.625,1.0,1272.076881914303,13859.34594726562,145.7691192626953,-4.277073835416706,1.6341759641327682,2.4445132964368455,0.003892385687567114,-1.426486611366272,1.5848647356033332,nonstorm,6.654794500712768,2.591109414167593,5.9119026209726595,0.1000688717284754,0.011384107242979509,9.597941188990816,1.7544000148773191,310.0799865722656,0.3,5.0,2019-06-18 10:51:00,2019,False,False,1.0,2.0
314414,1.8421173095703118,5.625,1.0,1424.5946178427039,16559.00671386719,139.9656829833984,-4.347732907176013,1.6110011406304499,2.482896856221454,0.0049883685877541465,-1.469115138053894,1.581592798233032,nonstorm,5.362612841724178,3.8391425616510984,3.66074656934618,0.08985091937766622,0.01309316441048027,8.476830536990693,1.75428569316864,310.394775390625,0.3,4.5,2019-06-18 10:53:00,2019,False,False,1.0,2.0
314415,1.8421173095703118,16.875,1.0,352.94561230691835,8971.180480957031,134.5265960693359,-4.417729980512253,1.587560287338311,2.520928067023287,0.006193678340545783,-1.520614147186279,1.580350875854492,nonstorm,11.682054113430688,4.492518330145162,10.23455022301016,0.07193589171568557,0.01374982453228211,6.933328322143002,1.754230737686157,310.5461120605469,0.3,4.5,2019-06-18 10:55:00,2019,False,False,1.0,2.0
314416,1.8421173095703118,28.125,1.0,875.9077372344043,9690.613403320312,129.2302551269531,-4.487080178029442,1.563864561836634,2.558615012519471,0.007232170667263549,-1.5646551847457892,1.578620791435242,nonstorm,8.493961760320866,2.305309077167395,7.531627754707582,0.07054090367021035,0.01298132902187163,6.804381079812285,1.754230737686157,310.5461120605469,0.3,4.0,2019-06-18 10:57:00,2019,False,False,1.0,2.0
314417,1.8421173095703118,28.125,1.0,721.8597806126393,9166.018005371094,124.2553863525391,-4.5557980772713496,1.5399243890949368,2.595965432993472,0.008887374657766022,-1.6121367216110232,1.583247900009155,nonstorm,5.923279195230843,2.513100564647765,4.960527614877947,0.06858876202982056,0.0160188353494973,5.693858233252561,1.754230737686157,310.5461120605469,0.3,4.0,2019-06-18 10:59:00,2019,False,False,1.0,2.0
314419,1.8421173095703118,39.375,1.0,776.1793909078717,8254.138244628906,115.0848007202148,-4.69139270239262,1.4913491147268467,2.6696859599973206,0.01202042711681335,-1.6957498788833618,1.603500008583069,nonstorm,7.921657219783704,1.7521853513163117,7.317203799886287,0.07219020075044746,0.01667392602721475,4.141594386970336,1.739390254020691,310.6706848144531,0.35,4.0,2019-06-18 11:03:00,2019,False,False,1.0,2.0
706267,1.8421173095703118,163.125,-1.0,245.95413309632352,2477.7353515625,93.55939483642578,-5.084366471775692,1.3406538279160143,2.8834771569143562,0.03184445723308305,-1.6602324247360232,1.6162015199661248,nonstorm,13.48622184111257,3.1795441364578085,12.84079498704035,0.051027393342912265,0.018482688851680883,2.396086094006736,1.710112452507019,310.4190673828125,0.55,5.0,2019-06-18 11:15:00,2019,False,False,1.0,2.0
314428,1.8421173095703118,5.625,1.0,1088.27742678302,15371.36328125,85.3084487915039,-5.2736556232259835,1.262846596938116,2.9865116462509302,0.05073978241869859,-1.6645112037658691,1.6272180080413818,nonstorm,10.87387222505879,4.181612006587413,9.459282696108806,0.05964002952517265,0.01892099412277284,2.94668961156564,1.689247488975525,310.3817138671875,0.65,6.0,2019-06-18 11:21:00,2019,False,False,1.0,2.0
314429,1.8421173095703118,5.625,1.0,791.3238313077107,27131.36433410645,82.83922576904297,-5.3357551181351885,1.236583832883406,3.0203180600077926,0.05658404756819638,-1.6519259214401252,1.627333402633667,nonstorm,11.40739846358464,4.243283255736325,10.239842336888652,0.05850670858876528,0.01979211040996751,3.309396923827167,1.6846318244934082,310.3641967773438,0.6833333333333333,6.0,2019-06-18 11:23:00,2019,False,False,1.0,2.0
