,energy,pitch angle,flag,flux,eflux,bx,xgsm,ygsm,zgsm,beta,imfBy,imfBz,storm_phase,velocity_o_all,v_par_all,v_perp_all,density_o_all,pressure_o_all,density_h_all,swp,swv,kp,dst,datetime_str,year,kp_gt_2,storm,region,energy_int
661360,1.8421173095703118,174.375,-1.0,1186.672172610508,130684.4495239258,58.14109420776367,-6.062613543842843,-0.6747628315905019,1.263949378031574,0.114651928753379,0.6995652318000793,0.8376808762550354,long recovery,4.956906407957444,2.3181423038221736,4.1793427531769485,0.1726655070005647,0.02124333330318311,7.731150471735457,2.5570530891418457,387.4836730957031,0.7,-11.0,2018-08-31 09:57:00,2018,False,True,1.0,2.0
269518,1.8421173095703118,5.625,1.0,831.2327083215189,121817.57849426269,58.14109420776367,-6.062613543842843,-0.6747628315905019,1.263949378031574,0.114651928753379,0.6995652318000793,0.8376808762550354,long recovery,4.956906407957444,2.3181423038221736,4.1793427531769485,0.1726655070005647,0.02124333330318311,7.731150471735457,2.5570530891418457,387.4836730957031,0.7,-11.0,2018-08-31 09:57:00,2018,False,True,1.0,2.0
269519,1.8421173095703118,28.125,1.0,1161.32682483958,52579.94435119629,59.92836380004883,-5.994286230614362,-0.7021537307645663,1.258746208185293,0.1023690330453326,0.7286131978034973,0.7848901748657227,long recovery,11.570691679986801,4.03328326665547,10.73449691082385,0.09760937814797023,0.014393282301461282,7.337103398155781,2.571952342987061,387.4703063964844,0.7,-11.0,2018-08-31 09:59:00,2018,False,True,1.0,2.0
661362,1.8421173095703118,163.125,-1.0,633.7352476807292,7661.078369140625,61.59408187866211,-5.9253920506224915,-0.7294998203561041,1.2534372905491729,0.0887117972805948,0.7680741548538208,0.7245181202888489,long recovery,15.107804466886812,7.280693040392062,13.163668542171788,0.03294910658652982,0.00813091981556333,6.996436994625924,2.581110954284668,387.6325988769531,0.7,-10.0,2018-08-31 10:01:00,2018,False,True,1.0,2.0
661363,1.8421173095703118,163.125,-1.0,1169.333454090274,14135.80078125,63.35228729248047,-5.85591941100929,-0.7567962216676172,1.2480182569662621,0.07804860063404769,0.8212687373161316,0.6720896363258362,long recovery,19.35281670855963,5.891400961810295,17.89668475496677,0.03411847748520838,0.009679105783806,6.642798113293093,2.589199542999268,387.8703918457031,0.7,-9.0,2018-08-31 10:03:00,2018,False,True,1.0,2.0
661364,1.8421173095703118,174.375,-1.0,1890.776155463469,19085.39758300781,65.17861938476561,-5.785856412471883,-0.7840377698335116,1.2424846194780228,0.06877300626012899,0.8706015944480896,0.6124812364578247,long recovery,9.009762367485619,0.9164519757407644,8.955151050097903,0.034091016390391436,0.007524332090487744,7.203423396043424,2.598548173904419,388.1419372558594,0.7,-9.0,2018-08-31 10:05:00,2018,False,True,1.0,2.0
292306,1.8421173095703118,16.875,1.0,648.2055234268529,9396.86962890625,-78.89022064208984,-4.370992088424765,3.5628123000218714,-1.441126508689078,0.02912855376419837,-2.694240093231201,0.629040002822876,nonstorm,28.34314378612537,12.20647898208386,24.33933200333161,0.01980802998889696,0.006453129979741833,15.496186993397037,2.16944408416748,319.7767944335938,0.3,6.0,2018-10-29 13:23:00,2018,False,False,1.0,2.0
292307,1.8421173095703118,28.125,1.0,1103.672039557716,11345.044006347658,-81.6478042602539,-4.346525749053917,3.4926087879103886,-1.421754526262513,0.024919377956737508,-2.6632261276245117,0.5824193358421326,nonstorm,44.025805854853154,25.59152349129961,35.59280900965044,0.02337216152218892,0.005845747270286268,17.04292335646429,2.183737993240356,320.2635803222656,0.3,6.0,2018-10-29 13:25:00,2018,False,False,1.0,2.0
292308,1.8421173095703118,28.125,1.0,1361.365196378651,13760.65234375,-84.43351745605469,-4.3215564249955865,3.42197441192843,-1.40232824169911,0.02188981340431417,-2.6141810417175293,0.529262363910675,nonstorm,14.40062787610851,3.168241972319935,12.94353457405345,0.03225098973777976,0.0069711314976753395,19.53223183357548,2.193809032440186,320.7438659667969,0.3,5.5,2018-10-29 13:27:00,2018,False,False,1.0,2.0
301842,1.8421173095703118,5.625,1.0,915.3558461853083,9221.270263671877,16.14414024353027,-3.745601472770915,-4.785091049910344,0.5054439570373441,0.152180191980558,2.74940824508667,1.614295959472656,nonstorm,9.34456053984646,3.0231337606631534,8.606113324223386,0.08977007832313706,0.02439070888276468,5.6394662006233816,2.116315126419067,329.05712890625,1.0,3.5,2019-04-19 22:55:00,2019,False,False,1.0,2.0
